0.000000000000000000e+00 1.300000000000000000e+01 1.400000000000000000e+01 1.000000000000000000e+02 0.000000000000000000e+00
1.000000000000000000e+00 4.300000000000000000e+01 0.000000000000000000e+00 4.000000000000000000e+01 8.614930646214660204e-01
2.000000000000000000e+00 1.600000000000000000e+01 3.000000000000000000e+00 3.200000000000000000e+01 9.860988278587624611e-01
3.000000000000000000e+00 3.400000000000000000e+01 3.700000000000000000e+01 4.800000000000000000e+01 2.424899628836032495e-01
4.000000000000000000e+00 3.800000000000000000e+01 4.000000000000000000e+01 4.800000000000000000e+01 5.216568222198362248e-01
5.000000000000000000e+00 2.500000000000000000e+01 2.500000000000000000e+01 3.200000000000000000e+01 9.955066102647901483e-01
6.000000000000000000e+00 3.400000000000000000e+01 4.900000000000000000e+01 4.200000000000000000e+01 1.015702953819879184e-01
7.000000000000000000e+00 2.200000000000000000e+01 1.200000000000000000e+01 4.100000000000000000e+01 6.326002294626715816e-01
8.000000000000000000e+00 2.000000000000000000e+01 1.200000000000000000e+01 3.400000000000000000e+01 7.621654931342488615e-01
9.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+01 1.634897298630210161e-01
1.000000000000000000e+01 3.800000000000000000e+01 5.000000000000000000e+01 4.000000000000000000e+01 3.737199524575578469e-01
1.100000000000000000e+01 1.900000000000000000e+01 2.000000000000000000e+01 4.500000000000000000e+01 2.928589759265677328e-01
1.200000000000000000e+01 3.000000000000000000e+00 2.400000000000000000e+01 4.800000000000000000e+01 5.866598390828843268e-01
1.300000000000000000e+01 4.000000000000000000e+01 3.600000000000000000e+01 3.900000000000000000e+01 1.746159699346800931e-01
1.400000000000000000e+01 1.000000000000000000e+01 4.500000000000000000e+01 3.400000000000000000e+01 6.457757178414658128e-01
1.500000000000000000e+01 2.600000000000000000e+01 3.600000000000000000e+01 3.100000000000000000e+01 8.936455483938543498e-01
1.600000000000000000e+01 3.300000000000000000e+01 0.000000000000000000e+00 4.100000000000000000e+01 1.219703670195395606e-01
1.700000000000000000e+01 4.000000000000000000e+00 4.500000000000000000e+01 4.200000000000000000e+01 6.817378269157329251e-01
1.800000000000000000e+01 4.800000000000000000e+01 2.800000000000000000e+01 3.200000000000000000e+01 8.071360736538946146e-02
1.900000000000000000e+01 2.700000000000000000e+01 1.400000000000000000e+01 4.800000000000000000e+01 5.350525254053170032e-01
2.000000000000000000e+01 1.100000000000000000e+01 1.000000000000000000e+00 3.900000000000000000e+01 7.070222502084233529e-01
2.100000000000000000e+01 3.300000000000000000e+01 4.700000000000000000e+01 3.400000000000000000e+01 5.389779652514770092e-01
2.200000000000000000e+01 2.100000000000000000e+01 2.000000000000000000e+00 4.100000000000000000e+01 6.940284581749778248e-02
2.300000000000000000e+01 4.800000000000000000e+01 2.100000000000000000e+01 4.100000000000000000e+01 6.300135443224889054e-01
2.400000000000000000e+01 4.700000000000000000e+01 3.300000000000000000e+01 3.200000000000000000e+01 1.905531350891751519e-01
2.500000000000000000e+01 3.700000000000000000e+01 3.200000000000000000e+01 4.900000000000000000e+01 8.479617490186440731e-01
2.600000000000000000e+01 4.800000000000000000e+01 9.000000000000000000e+00 3.200000000000000000e+01 8.784630754178006651e-01
2.700000000000000000e+01 4.200000000000000000e+01 1.000000000000000000e+00 5.000000000000000000e+01 1.648222726984159836e-01
2.800000000000000000e+01 4.800000000000000000e+01 4.900000000000000000e+01 4.300000000000000000e+01 2.352258422509089231e-01
2.900000000000000000e+01 2.800000000000000000e+01 7.000000000000000000e+00 3.400000000000000000e+01 8.981663450937837911e-02
3.000000000000000000e+01 2.400000000000000000e+01 3.900000000000000000e+01 4.500000000000000000e+01 3.260799414692167053e-01
3.100000000000000000e+01 8.000000000000000000e+00 1.300000000000000000e+01 3.800000000000000000e+01 6.602083536981878664e-01
3.200000000000000000e+01 5.000000000000000000e+01 4.600000000000000000e+01 4.800000000000000000e+01 5.029279784007874010e-01
3.300000000000000000e+01 1.100000000000000000e+01 5.000000000000000000e+00 3.000000000000000000e+01 2.705892771693653165e-01
3.400000000000000000e+01 4.400000000000000000e+01 5.000000000000000000e+00 4.500000000000000000e+01 3.852233848386107384e-01
3.500000000000000000e+01 3.000000000000000000e+01 2.100000000000000000e+01 3.800000000000000000e+01 1.216789398924400523e-01
3.600000000000000000e+01 4.000000000000000000e+00 1.900000000000000000e+01 4.500000000000000000e+01 3.649538676406697268e-01
3.700000000000000000e+01 1.100000000000000000e+01 3.800000000000000000e+01 3.200000000000000000e+01 8.641287087504869735e-01
3.800000000000000000e+01 4.100000000000000000e+01 2.300000000000000000e+01 4.900000000000000000e+01 5.414851795968786963e-01
3.900000000000000000e+01 3.700000000000000000e+01 1.700000000000000000e+01 3.700000000000000000e+01 7.922017587032184061e-01
4.000000000000000000e+01 3.400000000000000000e+01 1.000000000000000000e+01 3.300000000000000000e+01 1.643782859786259154e-01
4.100000000000000000e+01 3.500000000000000000e+01 3.900000000000000000e+01 3.100000000000000000e+01 7.830266710657620699e-01
4.200000000000000000e+01 2.200000000000000000e+01 2.100000000000000000e+01 4.500000000000000000e+01 6.747707562981779539e-01
4.300000000000000000e+01 2.400000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 1.584284804483075959e-01
4.400000000000000000e+01 4.300000000000000000e+01 3.300000000000000000e+01 4.100000000000000000e+01 9.515782178234445388e-01
4.500000000000000000e+01 3.800000000000000000e+01 2.000000000000000000e+00 4.800000000000000000e+01 5.544533965833631228e-02
4.600000000000000000e+01 8.000000000000000000e+00 2.000000000000000000e+01 3.400000000000000000e+01 9.615428157667559317e-01
4.700000000000000000e+01 2.900000000000000000e+01 3.300000000000000000e+01 3.400000000000000000e+01 9.355115088878002139e-01
4.800000000000000000e+01 7.000000000000000000e+00 3.500000000000000000e+01 4.500000000000000000e+01 8.679625296167562398e-01
4.900000000000000000e+01 4.000000000000000000e+00 3.800000000000000000e+01 3.100000000000000000e+01 4.877640387305496317e-01
5.000000000000000000e+01 4.700000000000000000e+01 1.200000000000000000e+01 4.400000000000000000e+01 9.849416343399186591e-02
