0.000000000000000000e+00 6.017788319432060273e-02 5.043914975297539849e-01 6.781523602398942252e-01 4.689012649550141631e-01 8.359322749132656050e-01 9.033777568656323753e-01 9.185503466149180785e-01 2.965614255696998880e-01 7.712873443176747612e-01 8.413025914907628078e-01 4.695827553498675977e-01 1.300507772829285758e-01 7.089165425639888385e-01 4.177244065805352236e-01 8.399221520722379708e-01 8.129158536221732234e-01 4.010252414908143104e-01 2.261765470087335750e-01 1.273327026087320846e-01 6.471816264956183895e-01 7.155650403105411339e-01 4.242856599254024585e-01 7.966309344766099310e-01 1.010632495012434573e-01 1.213034254066891471e-01 7.175236003942190299e-01 3.852484496277885917e-01 2.706129667744340273e-01 5.048457180985622683e-01 9.756641776064789440e-02 6.526232136581343601e-01 8.148520205476142975e-01 5.137166398254362498e-01 5.144632883677086044e-01 6.426405501673218001e-01 7.413384390751922570e-01 4.844911711569919177e-01 8.976183805610821187e-01 9.696438529056830014e-01 3.929632821098277828e-01 5.169810125028899694e-01 6.161844563156352317e-01 6.051479185078341150e-01 4.324337492932861515e-02 9.655654738425591965e-01 9.732246890037771214e-01 4.354417871017699504e-01 1.427754421789020345e-01 1.721390691585856780e-01 5.710173996474835478e-01
5.590897422957253893e-01 0.000000000000000000e+00 2.448051179853677484e-01 6.772203817808275517e-01 3.041283216535314304e-01 7.111847629825001071e-01 4.293508516411298492e-01 5.228044859720148985e-02 2.128372584508311238e-01 8.180238292056418725e-02 6.616796472835743126e-01 1.379446722873267639e-01 9.285623127809724542e-01 8.094582251647909343e-01 5.843926705536752753e-01 5.116182041280453729e-01 4.689828983798979278e-01 4.018856708470639472e-01 8.887271931372244804e-01 3.200495533348688415e-01 1.380775264724555251e-01 4.791619759156495739e-01 7.500932082536627687e-01 9.945873987381171899e-01 4.700436492003470246e-01 8.988611662232591781e-01 6.496340091497249114e-01 9.491611516665942050e-01 2.576128575590332925e-01 3.890656405866789180e-01 3.062466325193123895e-01 8.429015785721197807e-01 8.238214263978078655e-01 6.863181918127423398e-01 6.218795943228376810e-01 9.257232369786144721e-01 4.335069914345255349e-01 1.888150796387130237e-01 9.755914456126002499e-01 6.212536136433111089e-02 1.213668378903937084e-01 2.668121476886659016e-01 7.943149075109146029e-02 9.196396074471855364e-01 5.239997756428862452e-01 3.945611387220160360e-03 4.090852356652852073e-03 2.252456212445362871e-01 6.690961180399711550e-01 9.585728181719513907e-01 9.036639268810805481e-01
4.231649846377081303e-01 2.967191634559450675e-01 0.000000000000000000e+00 7.115011613511429411e-01 1.306639610695509157e-01 6.943461914029986914e-01 2.811531273718287371e-01 2.877265682616376719e-01 3.103654501201341676e-01 7.777121667955272377e-01 9.537235901798335469e-02 2.379851579863293543e-01 6.182325661556893337e-01 6.694201136632954574e-01 3.324590635117479209e-01 2.367758867088192165e-01 7.669014369503425188e-01 6.431449730065117443e-01 3.479521014585008620e-01 2.481999827689109761e-01 5.517494274035444901e-01 2.286313019656457390e-01 5.427139789282866555e-01 6.098292672869143338e-02 7.209487961672988998e-02 6.028770723266418941e-01 5.469922403783895604e-01 4.661118757094441234e-01 9.258505115272990249e-01 6.470120680638650201e-01 5.119043956335553869e-01 6.011668944971619855e-01 2.030956573004119026e-01 9.521426636679120037e-02 7.473615729366132054e-01 9.411315385079409568e-01 5.908046216338691536e-02 2.956530323785371284e-01 4.103990188947457263e-01 4.777691613771356538e-01 5.220405995419176159e-01 9.020591607147904201e-01 4.200305627080699322e-01 4.715570157857007505e-01 2.478092905313173944e-01 6.096150138612544955e-01 2.506438512591395718e-01 6.758543160657076720e-01 5.997664487441118908e-01 2.800368981962042536e-01 5.000920957096572916e-01
3.632448545800274209e-01 5.356689786055044422e-01 6.057650946014915272e-01 0.000000000000000000e+00 6.468893181232273637e-01 9.912975334617504242e-01 4.483855938030317789e-01 5.518569742773754561e-01 5.714179434291627446e-01 2.098083281529034005e-01 7.102586256170400070e-01 5.622588699581160254e-01 8.603826052833136728e-01 3.579142429020727434e-01 1.302688584593241217e-01 1.807059973377644901e-02 5.131550691769598549e-01 4.584187562747797928e-01 1.138784104233221406e-01 9.868190662303525373e-01 3.151403498566656136e-01 5.498963237889222810e-01 3.824470259563286234e-01 5.050854798795403333e-01 7.114821044515253767e-01 5.782900213709289972e-01 5.767239819017008218e-01 4.848818765628540861e-01 4.738212506649578382e-01 2.612193453441445934e-01 6.736052665819958207e-02 3.776371496555689378e-01 3.632421984713731788e-01 7.966359019309452449e-01 1.948698527786179024e-01 6.892232733930235833e-01 3.634204470520840946e-02 6.237852217516092201e-01 9.807742919667604697e-01 9.580485811061523194e-03 3.571741834368937774e-01 6.994257709290717662e-01 8.320773636208251833e-01 5.927398613972804098e-01 8.398406184902739158e-01 5.472225084776539683e-01 7.066953160914235532e-01 2.804077416195314143e-01 3.402377033275003626e-01 7.230757909552023577e-01 9.876301690134513533e-01
9.915341079287958159e-01 1.111830693164770345e-01 8.623940513406654906e-01 1.237936878550819353e-01 0.000000000000000000e+00 5.343470536118651859e-01 9.539594416884491501e-01 1.247807567880176993e-01 1.909374072419545154e-02 7.012040578186230499e-01 2.151159862645494192e-01 6.095082658698036671e-02 6.485992384755638884e-01 9.931561929334881134e-01 2.978050843901932643e-01 1.453061921017432256e-01 6.564708356522233057e-01 4.550679614448734922e-01 1.497275552160234335e-01 3.328289478681517588e-01 2.945397225124579688e-02 1.196394346764052541e-01 9.794646299731712968e-01 8.723777604450702050e-01 2.225722472429447762e-02 6.243817853794142447e-01 6.978080154982108096e-01 1.768298194323721928e-01 7.947218606656356599e-01 6.014326759659180954e-01 6.059796047408952946e-01 4.228418855263464948e-01 7.938363578523935926e-01 3.072417592137061115e-01 7.248154311555871088e-01 1.933455932579455361e-01 4.921773256443191524e-01 9.686335546534444729e-01 9.083486723979452560e-01 3.973796505847190241e-01 5.844499819095834159e-01 9.458080198546611195e-01 3.331509780230504925e-01 9.260754355278977279e-02 2.091382605045024601e-01 7.537363038265528781e-01 7.261517876963785589e-01 9.989984845699961813e-01 1.920597403876177500e-01 2.560003221945035268e-01 5.669671889866145786e-01
6.656132456874033210e-01 2.223759991942915182e-01 7.727774555204366402e-01 7.615753831223420756e-01 2.648157141652526247e-01 0.000000000000000000e+00 5.836045930913685842e-01 3.111788660672032414e-01 7.294766725514426620e-01 7.201622260126161468e-01 3.307251532904629254e-01 6.881785781705168636e-01 3.682656910345561974e-01 9.371121751919274656e-01 3.903926038764158335e-01 5.867466063863313597e-02 1.989280523249521426e-01 6.709746093587017901e-01 3.650335971392094647e-01 9.611614460676232152e-01 2.836105698330481095e-01 9.557135613479560421e-01 7.762526563361670240e-01 7.629317299040803135e-01 6.851957886797015451e-01 1.289242705531771227e-01 3.718511710802963055e-01 2.545819766544084040e-01 9.209555446103598886e-01 3.821467202341167768e-01 2.238333486766119762e-01 3.501381700641779116e-01 6.144183332518996510e-01 6.594930138790048302e-01 9.213778709627948871e-01 6.830153416919225728e-01 7.984513419653020971e-01 3.980964366870740623e-01 2.241065127171658622e-01 5.485069838101220840e-01 6.554978825000704612e-01 8.427991842103481623e-01 8.603566093636036971e-01 8.779694832181721420e-01 1.690437948632396159e-01 1.828254837594833759e-02 9.448228610715025955e-02 9.830407265949752116e-01 8.743327499908160050e-02 4.644573945735968046e-01 5.117690423718488368e-01
4.767133130436023158e-01 6.027312538704582279e-01 9.033012756384176667e-01 8.842250346172919606e-03 2.615436652109954796e-01 3.555960528544498400e-01 0.000000000000000000e+00 5.813979900402593826e-01 1.190372916041402274e-01 7.971123922197382861e-01 2.768078422550623863e-02 6.442972672891933428e-02 8.043086161100545528e-01 2.504232584611663093e-01 5.067534932735375808e-01 5.241142252679045210e-01 4.006786808390450094e-02 2.858224447608138652e-01 2.191456938475575544e-01 2.579116440660288445e-01 2.454896328801393635e-01 1.085654283396646491e-01 4.049762514665518065e-01 7.485758812721395872e-01 3.805653892192474297e-01 9.897228003206122171e-01 2.391845023482944699e-01 3.929687261787213615e-01 5.922387782830165204e-01 9.900486936951311545e-01 8.284797144101769817e-01 3.312429946259258795e-01 5.612621974958175164e-01 4.516493654939645053e-01 3.440880415695617423e-01 7.360167930153328486e-01 5.755157256828714596e-01 9.581161172821017757e-01 1.335117350758545651e-01 8.074931313069243499e-01 9.256346645231510184e-01 1.145576874747437079e-01 3.783294243752178820e-01 2.528197670441598710e-01 5.726762414703155946e-01 2.260957063856005034e-01 5.719644118429856317e-01 3.345159560533917942e-01 9.949853659590144339e-01 3.421876132935605108e-01 6.673300933576674643e-01
9.450863186047891995e-01 5.428953986022702072e-01 2.229274930563590607e-01 2.864772751059645461e-01 7.006409483960768236e-01 6.034019898566143070e-01 7.673585211231940262e-01 0.000000000000000000e+00 1.698862985678061266e-01 6.527481868572804213e-01 2.219822364027642658e-01 5.581410202964804945e-01 4.028229329952973670e-01 1.320126555712390903e-01 1.425368434935236905e-01 3.402398984762112777e-01 2.564422965195812809e-01 9.651817654675338698e-01 3.584723387086127255e-01 7.276892086007165084e-01 4.739714678520711155e-01 7.103728381474394560e-01 8.150581996346788483e-01 9.594376038505996185e-01 1.393372007501278986e-01 9.356850133245031564e-01 8.561978794728307696e-01 6.036172052539299226e-01 8.538055115094590475e-01 9.850281672477393391e-01 9.243557545511740248e-01 5.178266779522089358e-01 4.812578816349739608e-01 4.313329243576360383e-01 1.463821598857474315e-01 5.132101944124545234e-01 9.505820370094697491e-02 7.814730793011692711e-01 6.316479580091847179e-01 4.407850398151822446e-01 2.215726502970000178e-01 7.204462934088673443e-01 4.144715626238921757e-01 5.040517056178516198e-01 9.355015723082733547e-01 5.232166710153414169e-01 6.187599653645519115e-01 6.544056467418889467e-01 4.930368268581490909e-01 1.820646300917151406e-01 2.385609245268855982e-01
3.947604520773306813e-02 3.601565076530957032e-01 3.677639611793936947e-01 4.458001306762102711e-01 2.031183756948776731e-01 2.668955913872900210e-01 3.752254209849669175e-01 5.942925338570659299e-03 0.000000000000000000e+00 7.878366678152322056e-01 9.679405142639108117e-02 8.671397296976678382e-01 7.761272192131510872e-01 1.220505231226567400e-01 4.328960510600931011e-01 5.176508125876283506e-01 4.846675779634390668e-02 3.398263330036295216e-01 8.952646099603007723e-01 3.088363620296582512e-01 5.454054108401680256e-01 7.580856681347821757e-01 3.803146195725215506e-01 4.986606964008122311e-02 8.322671988225193163e-01 1.571863701491604814e-01 6.062293289899722826e-02 4.125340864672558672e-01 7.776572632699785270e-01 9.981453957360534313e-01 4.667734058931630736e-01 9.540574172959226384e-01 1.369510210493321001e-01 2.168134977242268668e-01 3.545307493166609536e-01 7.761864171488078723e-01 8.800202147348789028e-01 7.070135351597239826e-01 9.966106459081445212e-01 8.010412207177206589e-01 6.946330782808696203e-01 4.952989749145771947e-01 5.036984142885447824e-04 1.083006519518565636e-01 1.604809511788222176e-01 2.091911014366486521e-01 4.610634031280106404e-01 5.765226294068037660e-01 4.885698464457081114e-01 9.269317866800526051e-01 9.043547285328333851e-01
1.387406002841067298e-01 5.955202771918652882e-01 8.542618646114430447e-02 8.001585045064992796e-01 9.988495796327748755e-01 3.322510137551747400e-01 3.658472580286924458e-01 1.680756873158978371e-01 4.609129716889107664e-01 0.000000000000000000e+00 1.179608431905501131e-01 6.036367149696378887e-01 1.721032624489696738e-01 6.287690947864418289e-01 9.993320371640879163e-01 3.494127878438372248e-01 6.137837312688056990e-01 5.911393656097381211e-01 6.700079202890429908e-02 3.911363794963207408e-01 4.598684897702634000e-01 3.500956554181433589e-01 1.491438066213862657e-01 8.570585583616485703e-01 8.894476163375544253e-01 4.150721311110477929e-01 9.540349293462471181e-01 6.013082770345027361e-01 1.870630609143910661e-01 2.922009954305367918e-01 1.946887148995329886e-01 4.968204795771812288e-01 3.705753826647977256e-01 7.550893340010416122e-01 8.298100751829081689e-01 2.795311743766616397e-01 1.081143195239320232e-02 2.188971831239330257e-01 7.344059980942407861e-01 8.181372787596978835e-01 7.183271718830183117e-01 2.961083993067854525e-01 5.252075577396086992e-01 7.434473973553066273e-01 7.641447662364808657e-01 6.176074507255402413e-01 7.827229593922111484e-01 5.130583586472661217e-01 9.852492339868367255e-01 3.682182099482024240e-01 6.040527866583469407e-01
